listing_id,price,rating,listing_added,name,host_id,host_name,room_type,number_of_reviews,last_review,reviews_per_month,availability_365,number_of_stays,5_stars,latitude,longitude,borough,neighbourhood,is_rated
15937164,180.0,3.5308259647926503,2018-12-26,Big and Relaxing studio ; great location.,19834899,Hector,Entire place,146,2019-07-01,4.55,259,175.2,0.7665760722398615,40.74022,-74.00094,Manhattan,Chelsea,1
15937310,75.0,4.3432929038979164,2018-10-08,Grace,38294216,Rachel,Private room,7,2019-04-13,0.27,197,8.4,0.6906920567750175,40.66675,-73.81071,Queens,South Ozone Park,1
15938836,105.0,4.346444311993544,2018-12-17,"Bright, All New Semi Basement Apartment",103450258,Asaf,Entire place,12,2019-06-22,0.39,335,14.4,0.6582857503069668,40.72136,-73.81716999999998,Queens,Kew Gardens Hills,1
15940328,100.0,4.861012016957399,2019-01-01,"Free parking, quiet, 5 stops on N/W  to Manhattan",78619120,Dominique,Entire place,78,2019-07-07,2.74,201,93.6,0.8750159803952113,40.77145,-73.93008,Queens,Astoria,1
15943497,40.0,4.965913992051552,2018-11-18,(3)Comfy Home Away From Home/Multiple Rooms,88043058,Pamela,Private room,41,2019-05-24,1.34,352,49.2,0.8564401735130012,40.68875,-73.95401,Brooklyn,Bedford-Stuyvesant,1
15956155,45.0,3.714107052647456,2018-12-21,Only 15 minutes from Manhattan,103605111,Yukiko,Private room,36,2019-06-26,1.13,52,43.2,0.6676255321019374,40.74381,-73.89726,Queens,Woodside,1
15956780,40.0,3.8108178633350938,2018-07-01,Cozy private room in nice neighborhood Brooklyn,103611863,Lucy,Private room,7,2019-01-04,0.22,318,8.4,0.7253186527594803,40.59744,-73.96964,Brooklyn,Gravesend,1
15958090,74.0,4.837824203730894,2018-03-10,"Gorgeous, cozy, clean - 25mins to Times Square.",9112269,Tn,Entire place,21,2018-09-13,0.89,0,25.2,0.85975033392878,40.75669,-73.91974,Queens,Astoria,1
15969964,115.0,4.932967837352557,2016-10-21,Spacious and clean 1 bedroom - Brooklyn,41471799,Tessa,Entire place,3,2017-04-26,0.1,0,3.6,0.7589562658905161,40.70604,-73.92232,Brooklyn,Bushwick,1
15974141,120.0,4.353487590437326,2017-07-04,100$,45404805,Bianca,Private room,1,2018-01-07,0.05,351,1.2,0.6834401443974679,40.76938,-73.93226999999997,Queens,Astoria,1
15982208,45.0,3.218496013894745,2018-12-20,"Huge Yellow Room- AC, 20 Min to Manhattan",103841276,Cristina And Sasha,Private room,158,2019-06-25,4.93,201,189.6,0.6444403727670887,40.69891,-73.93072,Brooklyn,Bushwick,1
15983444,75.0,4.058721762414936,2017-04-18,Wonderful Private Room with Spacious Outdoor Patio,103850896,Ashley,Private room,5,2017-10-22,0.16,0,6.0,0.6509851812157269,40.71644000000001,-73.9433,Brooklyn,Williamsburg,1
15984590,45.0,3.069384186339448,2018-12-18,Single room #2 (4f),102466916,Luca And Kameko,Private room,6,2019-06-23,0.25,164,7.1999999999999975,0.6019918634229406,40.80778,-73.94345,Manhattan,Harlem,1
15985873,78.0,3.3517735097149206,2018-12-11,A Discounted room in heart of New York !,519554,Umut&Deniz,Private room,46,2019-06-16,1.45,341,55.2,0.6746190751512996,40.71867,-73.98959,Manhattan,Lower East Side,1
15987959,129.0,4.750605061052204,2016-05-15,Cozy apartment in Upper East!,4122796,Sebastien,Entire place,1,2016-11-18,0.03,0,1.2,0.7759659934566299,40.78122000000001,-73.94989,Manhattan,Upper East Side,1
15988664,150.0,3.077381137730196,2018-12-25,Perfect Weekender in the East Village...,10003145,Samuel,Entire place,85,2019-06-30,3.33,194,102.0,0.6985267541626945,40.72372,-73.97984,Manhattan,East Village,1
15989608,76.0,3.0838195645997724,2018-02-25,Spacious room w/ own bathroom in the East Village,6049738,Fayth,Private room,4,2018-08-31,0.13,0,4.8,0.6787204137059982,40.7308,-73.98619000000002,Manhattan,East Village,1
15992078,99.0,3.244448147975258,2018-11-13,Best Location! Near Times Sq Javits Ctr Penn Sta,15679125,C.D.,Shared room,8,2019-05-19,0.26,365,9.6,0.7542115041196229,40.75372,-73.99332,Manhattan,Hell's Kitchen,1
16004740,265.0,4.175174754156684,2018-02-14,Luxury One Bedroom w/ City Views,17108681,Claudia,Entire place,10,2018-08-20,0.45,3,12.0,0.7546013426626418,40.77878,-73.95056,Manhattan,Upper East Side,1
16004955,220.0,4.463593165298941,2016-06-23,Beautiful Williamsburg Home on the Park,1151840,Antonio,Entire place,1,2016-12-27,0.03,0,1.2,0.6090604859794934,40.71824,-73.95289,Brooklyn,Williamsburg,1
16014708,135.0,3.1205279983230567,2018-12-10,One bedroom escape,104134325,Chuck,Entire place,113,2019-06-15,3.58,86,135.6,0.6874447300887172,40.80313,-73.95026999999997,Manhattan,Harlem,1
16015053,149.0,3.2683863822995782,2018-12-11,Nice Space in Williamsburg - Near Bedford L,8872284,Nick,Entire place,120,2019-06-16,3.75,329,144.0,0.617025221765617,40.71304,-73.96381,Brooklyn,Williamsburg,1
16024539,75.0,4.465806895874233,2018-12-03,"Beautiful Greenpoint, Brooklyn apt by the park",1622733,Cristina,Entire place,14,2019-06-08,0.7,93,16.8,0.7720651327253788,40.72413,-73.9509,Brooklyn,Greenpoint,1
16026815,95.0,4.26358588593828,2018-12-26,NEW RENO HUGE PRIVATE BED&BATH PLUS TERRACE,104254967,Anna,Private room,62,2019-07-01,1.96,118,74.39999999999998,0.7016488151688784,40.75559000000001,-73.9208,Queens,Long Island City,1
16028015,700.0,4.8250516560972665,2018-12-15,1 Block to Central Park Manhattan Luxury Condo,63393629,Azure,Entire place,15,2019-06-20,1.27,302,18.0,0.8742446072108081,40.7635,-73.97677,Manhattan,Midtown,1
16029127,198.0,3.845117399755933,2018-10-28,Sleeps 4 Guest's | CENTRALLY LOCATED | Midtown 45,64065593,ResortShare5,Entire place,27,2019-05-03,0.88,246,32.4,0.7676586532642167,40.75246,-73.97355999999998,Manhattan,Midtown,1
16036654,150.0,3.1059963455739457,2016-05-17,In the heart of the West Village,104348941,Amanda,Entire place,1,2016-11-20,0.03,0,1.2,0.7585954022290307,40.7341,-74.00104,Manhattan,West Village,1
16040229,100.0,4.935458459133347,2017-05-03,Cute BR at Columbus Circle,10812002,Oliver,Private room,2,2017-11-06,0.09,0,2.4,0.6311130970074655,40.76807,-73.98418000000002,Manhattan,Hell's Kitchen,1
16056573,145.0,3.49402083609794,2017-11-17,Spacious apartment in Brooklyn,617427,Ashfia & Amir,Entire place,4,2018-05-23,0.13,0,4.8,0.7796739779561306,40.68482,-73.96075,Brooklyn,Clinton Hill,1
16063467,86.0,4.31887589865173,2016-09-11,"Spacious Modern 1-bedroom in Greenpoint w/TV, heat",2332386,Ariel,Entire place,2,2017-03-17,0.06,0,2.4,0.6527617633143638,40.73469,-73.95527,Brooklyn,Greenpoint,1
16067542,100.0,4.293776506170088,2018-06-30,King sized bed in pre war apt,31378,Kristine,Entire place,8,2019-01-03,0.29,6,9.6,0.6369369622791202,40.67001,-73.96197,Brooklyn,Crown Heights,1
16081163,35.0,3.564518330613052,2016-10-18,Bright Brooklyn Bedroom in Crown Heights,17848497,Steve,Private room,2,2017-04-23,0.07,0,2.4,0.6109417188048538,40.67532,-73.94138000000002,Brooklyn,Crown Heights,1
16081508,200.0,3.976584227425784,2018-07-03,Park Slope Sanctuary,10457196,Richard,Entire place,2,2019-01-06,0.17,310,2.4,0.6973035549122585,40.66754,-73.98268,Brooklyn,Park Slope,1
16085227,150.0,3.022288121524737,2016-10-12,1 Bedroom Apt. in Prime Williamsburg,9195264,Pilar,Entire place,13,2017-04-17,0.41,0,15.6,0.7183446062403049,40.72043,-73.95508000000002,Brooklyn,Williamsburg,1
16086320,69.0,3.1571749885954423,2018-12-11,"Brand New Modern Luxury Apt, Room B",104835356,Jerry,Private room,32,2019-06-16,1.14,292,38.4,0.6510021809951471,40.65477,-74.001,Brooklyn,Sunset Park,1
16086891,66.0,3.7517980190194073,2018-12-10,"Brand New Modern Luxury Apt, Room C",104835356,Jerry,Private room,24,2019-06-15,0.8,324,28.8,0.7072254134464059,40.65508,-74.00188,Brooklyn,Sunset Park,1
16108194,75.0,4.300808148364457,2017-03-31,"Quiet, Clean Room in Amazing Location!",2642093,Paloma,Private room,1,2017-10-04,0.05,0,1.2,0.6378442864194701,40.73124,-73.95527,Brooklyn,Greenpoint,1
16111812,150.0,3.0073586452707133,2017-05-09,One Bedroom Apt. Private House close to Citi Field,105049322,Celeste,Entire place,16,2017-11-12,0.52,157,19.2,0.7278040588107215,40.75094,-73.85244,Queens,Corona,1
16120840,500.0,4.857521309873353,2017-10-16,Luxurious studio - West 57th Street Club by Hilton,8572778,Betsy,Entire place,4,2018-04-21,0.13,91,4.8,0.6219422175181298,40.76409,-73.9791,Manhattan,Midtown,1
16122024,65.0,4.218970110334881,2018-12-06,B & B in NYC!!,66915031,Sharon,Private room,55,2019-06-11,5.54,5,66.0,0.6898981255530294,40.84657,-73.9357,Manhattan,Washington Heights,1
16123133,265.0,3.6293950353329234,2018-05-14,Sun dappled 2 bedroom brownstone apt on FG park!,1628075,Zoe,Entire place,33,2018-11-17,1.2,281,39.6,0.6791182391790314,40.69015,-73.97264,Brooklyn,Fort Greene,1
16123657,279.0,4.896577720014158,2017-01-11,Modern Large Apartment in Midtown East,6984985,Andres,Entire place,3,2017-07-17,0.1,0,3.6,0.6618561052074641,40.75574,-73.9705,Manhattan,Midtown,1
16133101,75.0,3.8985613919669295,2018-06-26,Sunny Room in Bed Stuy Brooklyn,1626704,Meghan,Private room,55,2018-12-30,1.95,0,66.0,0.6288490406288332,40.69512,-73.94978,Brooklyn,Bedford-Stuyvesant,1
16133127,49.0,3.0697983044475112,2017-01-29,Cozy Alphabet City bedroom with private patio,105025187,Anima,Private room,1,2017-08-04,0.04,0,1.2,0.6624403438515051,40.72624,-73.97800000000002,Manhattan,East Village,1
16136213,70.0,4.133222561885806,2018-12-25,Sunlit Brooklyn Bedroom w/ Private Entrance,1886695,Ronald,Private room,16,2019-06-30,0.87,29,19.2,0.7159331615684378,40.68338,-73.9078,Brooklyn,Bushwick,1
16140940,158.0,3.4155392958520037,2018-09-24,"Beautiful, modern, near Prospect Park",105315535,Ben,Entire place,7,2019-03-30,0.26,37,8.4,0.6245265465245957,40.67549,-73.96598,Brooklyn,Prospect Heights,1
16141887,120.0,3.547071846636391,2016-07-01,Chateau Retreat in Artsy Bushwick Brooklyn,33651056,Danielle,Private room,1,2017-01-04,0.03,0,1.2,0.7810717108718082,40.68778,-73.91381,Brooklyn,Bushwick,1
16143844,44.0,4.8924288679132175,2018-12-24,Cozy room in Harlem,35281088,Tk,Private room,45,2019-06-29,1.43,18,54.0,0.8808269879649926,40.82191,-73.9419,Manhattan,Harlem,1
16147001,160.0,3.3437247876230947,2017-08-03,"New reno - vibey, sun-filled studio",35093829,Chris,Entire place,11,2018-02-06,0.35,0,13.2,0.7346189411489544,40.71319,-73.93606,Brooklyn,Williamsburg,1
16147304,699.0,3.2461662909081954,2016-06-11,Studio/Full Kitchen at Wyndham Midtown 45 Resort,69545883,Chayla,Private room,2,2016-12-15,0.06,365,2.4,0.7684356428417443,40.75302,-73.97221,Manhattan,Midtown,1
16147405,60.0,4.12185898800524,2016-12-07,Private room in Williamsburg,32545798,Sasha,Private room,7,2017-06-12,0.23,0,8.4,0.7500703476050753,40.71329,-73.96223,Brooklyn,Williamsburg,1
16157387,400.0,3.27976640062394,2018-03-22,HUGE BEAUTIFUL 3 BEDROOMS APARTMENT WITH ALL,7858210,Maxime,Entire place,3,2018-09-25,0.1,180,3.6,0.6199689851343507,40.81588,-73.93984,Manhattan,Harlem,1
16158314,200.0,3.679903229352621,2018-10-18,Cozy Apartment in Williamsburg,20195183,Yossi,Entire place,9,2019-04-23,0.29,0,10.8,0.6011502362596819,40.71749000000001,-73.95246,Brooklyn,Williamsburg,1
16159444,25.0,4.054987329371701,2018-01-06,YOUR IDEAL HOME / 20steps to Subway,27977412,Daria,Shared room,10,2018-07-12,0.32,332,12.0,0.6816972631955744,40.64583,-73.9483,Brooklyn,East Flatbush,1
16161819,21.0,4.078201748241842,2016-10-25,Cozy Room in a 2BR Apartment,83732495,Debbie,Private room,4,2017-04-30,0.15,0,4.8,0.7463822921497152,40.65221,-73.93634,Brooklyn,East Flatbush,1
16162933,86.0,4.452263519213327,2018-12-05,Bronx Bed and Breakfast,101289150,David & Elaine,Entire place,86,2019-06-10,2.76,171,103.2,0.6747137976705657,40.82286,-73.84765,Bronx,Castle Hill,1
16164264,98.0,4.259878455126733,2018-12-19,**Cozy Room In Hip Ultra Location LES/NOLITA**,105511610,Laura,Private room,76,2019-06-24,2.42,46,91.2,0.6001255418267275,40.71916,-73.99229,Manhattan,Lower East Side,1
16164497,130.0,3.741033276459688,2018-12-25,"Quincy Lighthouse | Modern, Luxury 2-bedroom Oasis",105513623,Kristin,Entire place,51,2019-06-30,1.76,83,61.2,0.6600440269194742,40.6885,-73.93283000000002,Brooklyn,Bedford-Stuyvesant,1
16164613,200.0,3.9708141542288224,2016-06-14,Cozy studio with stunning views of Dwntwn,48832831,Ryan,Entire place,3,2016-12-18,0.1,0,3.6,0.7426118754078954,40.77146,-73.98906,Manhattan,Upper West Side,1
16165498,85.0,3.5533758011744,2018-06-29,"Private, Clean, Spacious Room with Full Bathroom",28875304,Sebastian,Private room,4,2019-01-02,0.13,8,4.8,0.7117175356348788,40.68856,-73.91503,Brooklyn,Bushwick,1
16166989,110.0,4.123155877836563,2018-12-07,"Cozy Bedroom in Loft Apartment, W'burg Brooklyn",4936720,Mac,Private room,77,2019-06-12,2.51,39,92.4,0.7877123252992962,40.71545,-73.95406,Brooklyn,Williamsburg,1
16171868,60.0,3.4420851699805666,2018-12-19,"Private room in Bushwick, 20 minutes to Manhattan!",73447493,Alana,Private room,37,2019-06-24,1.18,90,44.4,0.7267776257281202,40.69587,-73.93406999999998,Brooklyn,Bedford-Stuyvesant,1
16178531,175.0,4.718151830667644,2018-12-23,2 Floor Epic Loft in Prime Bushwick,3473672,Andrew,Entire place,21,2019-06-28,0.81,313,25.2,0.820002033915384,40.70484,-73.9377,Brooklyn,Williamsburg,1
16193259,48.0,3.655166792506805,2018-12-05,Sunny new room C/ 30mins to Manhattan,105640471,Jason,Private room,10,2019-06-10,0.71,240,12.0,0.7249188175609161,40.64052,-74.01539,Brooklyn,Sunset Park,1
16193729,75.0,4.23745659155864,2018-06-29,Mini room with Full size bed A /8 min to Subway R,105640471,Jason,Private room,23,2019-01-02,0.82,137,27.6,0.6806908798550041,40.64167,-74.01531999999997,Brooklyn,Sunset Park,1
16194421,120.0,4.347314552503298,2017-04-05,Historic Lower East Side,42734669,Rebecca,Entire place,4,2017-10-09,0.13,0,4.8,0.6847380775272625,40.7155,-73.99198,Manhattan,Chinatown,1
16205154,93.0,4.863377799748153,2017-07-01,"Cozy Ground Floor in Park Slope, BK",17167740,Andrea,Private room,34,2018-01-04,1.11,34,40.8,0.9374616106636794,40.66593,-73.9879,Brooklyn,South Slope,1
16206887,50.0,4.1736028166800585,2016-10-23,Private room in Brooklyn house with backyard,43754478,Thomas,Private room,5,2017-04-28,0.17,0,6.0,0.6288523197029112,40.69878,-73.94606999999998,Brooklyn,Bedford-Stuyvesant,1
16208920,150.0,3.855602404784853,2018-12-18,Home away from home in heart of BK,5237407,Jenima,Entire place,20,2019-06-23,0.73,0,24.0,0.6180771176211992,40.66155,-73.94674,Brooklyn,Prospect-Lefferts Gardens,1
16212477,80.0,4.63146717248529,2016-06-06,Bright big bedroom in Brooklyn,9119410,Marie,Private room,1,2016-12-10,0.03,0,1.2,0.7676942140313593,40.63501,-73.97298,Brooklyn,Kensington,1
16213157,139.0,3.721453068025089,2018-04-28,Huge Madison Avenue Loft,50760546,CRNY Monthly Rentals,Entire place,2,2018-11-01,0.07,134,2.4,0.707083943769727,40.75089000000001,-73.98059,Manhattan,Murray Hill,1
16226066,64.0,4.274174162903344,2018-12-26,Room near park · 2 stops to Manhattan on N/D train,29314677,Ignat,Private room,87,2019-07-01,2.82,42,104.4,0.6359939590258882,40.64832,-73.99913000000002,Brooklyn,Sunset Park,1
16227237,165.0,3.035714296226871,2017-03-14,"Spacious Studio in Prime Williamsburg, Brooklyn",1914516,Daniel,Entire place,3,2017-09-17,0.12,0,3.6,0.6936716125266326,40.71134,-73.95953,Brooklyn,Williamsburg,1
16230581,108.0,4.382741535203186,2017-01-22,Cozy apartment in the heart of Williamsburg!,326185,Martina,Entire place,3,2017-07-28,0.1,0,3.6,0.689022722799415,40.71532,-73.95563,Brooklyn,Williamsburg,1
16230640,75.0,4.316066948510832,2016-09-20,"Comfy, Convenient Upper West Side Condo Room",61585315,Rachel & Preston,Private room,3,2017-03-26,0.1,0,3.6,0.6544315079802,40.78513,-73.97737,Manhattan,Upper West Side,1
16233577,60.0,4.50931854585997,2019-01-01,Peaches Paradise.,101499766,Claudette,Private room,305,2019-07-07,9.83,341,366.0,0.9310579771249876,40.68203,-73.75437,Queens,Springfield Gardens,1
16237242,149.0,3.926971877887963,2016-11-30,Williamsburg Waterfront 2br + 2bath Apartment,3088873,Dave,Entire place,9,2017-06-05,0.29,0,10.8,0.6885892977920934,40.72052,-73.96239,Brooklyn,Williamsburg,1
16242765,250.0,3.7574596782491057,2017-03-07,1 Bedroom w. private bath 15min to Central Park.,104177785,Carolina,Private room,14,2017-09-10,0.51,1,16.8,0.6016679800242185,40.75418,-73.88586,Queens,Jackson Heights,1
16254609,200.0,4.337727149541664,2018-12-11,"Sunny, Spacious House by the Beach",36234811,Anna,Entire place,46,2019-06-16,1.65,152,55.2,0.6465827001382901,40.59153,-73.79166,Queens,Arverne,1
16259714,50.0,4.05228890110825,2016-06-03,Cozy apartment in Upper Manhattan!,106327066,Janelle,Private room,1,2016-12-07,0.03,0,1.2,0.7497336959232407,40.84448,-73.93576,Manhattan,Washington Heights,1
16267803,135.0,4.348117657943145,2018-12-20,Lovely and Sunny Crown Heights 1BR,1192630,Christina,Entire place,77,2019-06-25,2.66,61,92.4,0.7126281395828525,40.67775,-73.9445,Brooklyn,Crown Heights,1
16269256,99.0,4.86427806655708,2017-06-29,Wash Hts 2BR  apt extra sofa bed. Avail 12/20-1/4,101053359,John,Entire place,2,2018-01-02,0.09,0,2.4,0.7889171167384559,40.85447,-73.92804,Manhattan,Washington Heights,1
16271051,120.0,3.970465816584024,2018-12-18,"Entire Unit 2BR+bathroom, 20min to Manhattan",69427329,Michelle & Eddie,Entire place,134,2019-06-23,4.36,249,160.79999999999995,0.7162683728677882,40.7369,-73.87613,Queens,Elmhurst,1
16274520,100.0,4.952818210627335,2016-06-28,Large bedroom with balcony in the heart of Nolita,106438891,Vincent,Private room,1,2017-01-01,0.03,0,1.2,0.6114848794550996,40.72382,-73.99335,Manhattan,Nolita,1
16275733,100.0,3.2444865068129527,2016-11-11,Private Room in Quiet UES Apartment,20362478,Gabrielle,Private room,19,2017-05-17,0.62,0,22.8,0.6116995066342288,40.76835,-73.95837,Manhattan,Upper East Side,1
16275887,45.0,3.859381857673047,2018-12-28,MANHATTAN ROOM FOR 2 NO FEE,77304447,Genesis,Private room,40,2019-07-03,1.31,45,48.0,0.7076373770931447,40.82207,-73.95331999999998,Manhattan,Harlem,1
16276294,30.0,3.0750428222384407,2018-11-09,Rental in a Uptown Cozy Apartment,32625342,Bianca,Private room,11,2019-05-15,0.35,0,13.2,0.7389221975156844,40.88467,-73.90575,Bronx,Kingsbridge,1
16276632,48.0,4.190961817660424,2018-12-31,Cozy Room Family Home LGA Airport NO CLEANING FEE,26432133,Danielle,Private room,510,2019-07-06,16.22,341,612.0,0.66898493048163,40.76335,-73.87007,Queens,East Elmhurst,1
16276834,49.0,4.862092364457289,2018-09-25,"9B--NETFLIX, HEAT, TV, WI-FI",104166155,Suzie And Ryan,Private room,1,2019-03-31,0.3,90,1.2,0.7492307103080575,40.64171,-73.94721,Brooklyn,East Flatbush,1
16282091,70.0,3.6063254031108,2016-06-12,"Sunny, cozy room in newly renovated apartment!",105606522,Leah,Private room,1,2016-12-16,0.03,0,1.2,0.7313647788949309,40.68987,-73.91858,Brooklyn,Bushwick,1
16283830,225.0,3.940274299870379,2016-10-20,1BR Lower East Side GEM In New Elevator Building!,49883421,Scott,Entire place,8,2017-04-25,0.26,0,9.6,0.6525730561040511,40.71973,-73.99022,Manhattan,Lower East Side,1
16289203,79.0,4.295346789606978,2018-09-10,Huge Bedroom - East Village - NYC,42422050,Paula,Private room,19,2019-03-16,0.67,244,22.8,0.6919281559596077,40.72709,-73.97459,Manhattan,East Village,1
16289476,85.0,3.1245292845326964,2018-12-13,Cozy Brooklyn Home in Crown Heights!,16214285,Melinda,Entire place,7,2019-06-18,0.38,20,8.4,0.6309390775691663,40.66837,-73.95836,Brooklyn,Crown Heights,1
16289576,80.0,4.902889214810807,2018-12-18,Best Location on the Upper West Side! - Part II,10795846,Sasha,Private room,47,2019-06-23,1.5,0,56.4,0.8851546289423977,40.7892,-73.9734,Manhattan,Upper West Side,1
16296678,140.0,4.344872110856558,2018-12-19,Bergen street in Crown Heights - French speaking,75918061,Pascale,Entire place,47,2019-06-24,1.66,5,56.4,0.7519937419717888,40.6749,-73.95233,Brooklyn,Crown Heights,1
16298489,35.0,3.440627902077955,2016-07-09,Sunny Room,47675184,Antonio,Private room,7,2017-01-12,0.22,0,8.4,0.7595216093865529,40.69201,-73.9475,Brooklyn,Bedford-Stuyvesant,1
16299269,43.0,4.675981412783724,2016-06-04,Single Minimal Bedroom in Hip area of Brooklyn NYC,4453703,Kraig,Private room,1,2016-12-08,0.03,0,1.2,0.7401859954088679,40.69731,-73.93271999999997,Brooklyn,Bushwick,1
16301464,97.0,3.4416176894814443,2016-09-10,"Studio apt in Midtown Manhattan, great value",66271966,Don,Entire place,4,2017-03-16,0.14,0,4.8,0.6299122816880899,40.76926,-73.98796,Manhattan,Hell's Kitchen,1
16302595,350.0,4.1103620107846535,2018-07-02,Luxury 2BD in heart of Williamsburg,76212913,Brian,Entire place,17,2019-01-05,0.55,129,20.4,0.7115302633812495,40.71049,-73.9624,Brooklyn,Williamsburg,1
16310798,799.0,3.197602098586775,2017-03-27,Hotel Room King/Queen at Wyndham Midtown 45 Resort,69545883,Chayla,Private room,3,2017-09-30,0.1,365,3.6,0.6738268955054431,40.75198,-73.97266,Manhattan,Midtown,1
16311527,100.0,4.462083081677996,2016-06-30,Small furnished room in shared West Village apt,13846249,Sarah,Private room,2,2017-01-03,0.06,0,2.4,0.6210420720964805,40.73368,-74.00049,Manhattan,West Village,1
16312966,75.0,4.153225155740612,2018-11-20,PRIVATE STUDIO WITH LOTS OF LIGHT,44102978,Tania & Juan,Entire place,17,2019-05-26,0.55,253,20.4,0.7413533751132259,40.8471,-73.93500999999998,Manhattan,Washington Heights,1
16313098,190.0,3.0926879304506607,2018-12-04,"2 bedroom apartment in Two Bridges(Chinatown, LES)",8381084,Pierre,Entire place,45,2019-06-09,1.47,112,54.0,0.6851335362406866,40.7115,-73.99903,Manhattan,Two Bridges,1
16315325,89.0,3.977199983327358,2018-03-28,"Sunny Basement Studio Apartment, 1 block to Park",13741210,Deborah,Entire place,9,2018-10-01,0.29,0,10.8,0.7711711503573033,40.64849,-73.96585,Brooklyn,Flatbush,1
16323239,130.0,4.94216638797138,2017-05-27,Spacious 2 BDR - Hell's Kitchen/Times Square,2559886,Sy,Entire place,2,2017-11-30,0.07,0,2.4,0.7634937523400553,40.76284,-73.98849,Manhattan,Hell's Kitchen,1
16331234,100.0,4.110610492502346,2018-12-17,Bright & cozy 1BR/Balcony next to 3 subways!,3952200,Gala,Entire place,72,2019-06-22,2.31,302,86.39999999999998,0.7882159592239613,40.70581,-73.95004,Brooklyn,Williamsburg,1
16332242,99.0,3.22961145023881,2016-06-29,"Spacious, cozy, quiet 1.5 bedroom",85692123,Audrey,Entire place,1,2017-01-02,0.03,0,1.2,0.6710689051410093,40.70501,-73.91065,Queens,Ridgewood,1
16333607,170.0,4.716224845902287,2018-11-21,--Into The Heart Of Greenpoint--,32946808,Chris,Entire place,37,2019-05-27,1.18,258,44.4,0.907445063034732,40.72879,-73.95689,Brooklyn,Greenpoint,1
16334327,68.0,4.5616758959276105,2016-07-21,"Bright, airy, calm Brooklyn space",1636770,Clare,Private room,4,2017-01-24,0.13,0,4.8,0.7850987278283785,40.68314,-73.9566,Brooklyn,Bedford-Stuyvesant,1
16335101,92.0,3.4604060944998167,2018-06-29,Brooklyn Style Apartment!,8904815,Sandra&Orlando,Entire place,15,2019-01-02,0.49,281,18.0,0.6612543283014272,40.64438,-73.95484,Brooklyn,Flatbush,1
16338348,129.0,3.5459257766165577,2018-04-26,Entire 1 Bedroom Apt with Great Light & Vibes :),106951556,Meli And Daniel,Entire place,11,2018-10-30,0.35,188,13.2,0.6875531361465558,40.71489,-73.99438,Manhattan,Chinatown,1
16348240,149.0,3.0346488000524188,2016-06-28,Wyndham 2 doubles hotel room,60617669,Rich,Entire place,2,2017-01-01,0.06,0,2.4,0.6499463837621536,40.75169,-73.97174,Manhattan,Midtown,1
16349645,220.0,4.975006634995653,2016-06-29,Studio in West Village,6335037,Eric,Entire place,1,2017-01-02,0.03,0,1.2,0.7043286704003372,40.73243,-74.00932,Manhattan,West Village,1
16350431,105.0,3.8410067512166974,2017-11-22,Cozy room Williamsburg,1260413,Helena,Private room,4,2018-05-28,0.13,0,4.8,0.7591706784265,40.71292,-73.94136999999998,Brooklyn,Williamsburg,1
16353458,150.0,4.675229349029757,2018-06-28,Cozy and sunny 2 BR apartment in trendy Greenpoint,4229387,Suzanne,Entire place,4,2019-01-01,0.13,0,4.8,0.7152486868971638,40.73475,-73.95543,Brooklyn,Greenpoint,1
16353473,59.0,4.627715183402379,2016-06-28,Great Bedroom in East Williamsburg (+ ROOFTOP!!),107082851,Brian,Private room,1,2017-01-01,0.03,0,1.2,0.6001684805043285,40.70806,-73.9427,Brooklyn,Williamsburg,1
16357148,68.0,3.891095032737668,2018-03-11,Private Room in Sun-drenched Apartment,46416490,Anne,Private room,20,2018-09-14,0.65,15,24.0,0.764006556950956,40.80883,-73.94577,Manhattan,Harlem,1
16362150,100.0,3.325692603134802,2018-12-20,Bright and Cozy 1BR in Crown Heights,5659683,Morgan,Entire place,5,2019-06-25,0.17,8,6.0,0.7073892397490399,40.67769000000001,-73.95309,Brooklyn,Crown Heights,1
16364666,45.0,3.8226343510998326,2018-06-27,Brand New &Cozy  Room Close to Subway Station,61042,Marlon,Private room,22,2018-12-31,0.71,0,26.4,0.6822901184742904,40.82112,-73.95482,Manhattan,Harlem,1
16368233,45.0,3.560482650861605,2016-06-22,Private room in beautiful apartment,6153409,Isaac,Private room,3,2016-12-26,0.1,0,3.6,0.6390456144104318,40.68635,-73.95535,Brooklyn,Bedford-Stuyvesant,1
16377899,200.0,3.2181006720239207,2016-08-01,90 Washington St Luxury apartment,53179388,Raymond,Entire place,1,2017-02-04,0.03,342,1.2,0.6078269263104968,40.70742,-74.01544,Manhattan,Financial District,1
16381393,60.0,4.3997366977033465,2018-12-26,Skyline #2 view ny skyline,93121568,Charles,Private room,53,2019-07-01,1.8,169,63.6,0.7462140252499118,40.82388,-73.9279,Bronx,Concourse,1
16381746,75.0,3.7443639419944166,2017-04-03,Budget stay in LUXURIOUS FIDI building,17691352,Emily,Private room,3,2017-10-07,0.1,0,3.6,0.6701976029240223,40.70618,-74.00385,Manhattan,Financial District,1
16381905,50.0,3.731298987639299,2018-12-26,Skyline #1 view ny skyline,93121568,Charles,Private room,63,2019-07-01,2.06,110,75.6,0.7778743362586552,40.82415,-73.92778,Bronx,Concourse,1
